,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
127,"Rp 2,35 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Pakai Minimalis Di Taman Holis Indah 2 Bandung,"Holis Cigondewah, Bandung",3,2,1,LT : 200 m²,LB : 153 m²
128,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Rumah/ Rumah Kos 2 Lantai Dago / Tamansari,"Sayap Dago, Bandung",13,4,3,LT : 490 m²,LB : 400 m²
129,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Furnished Bagus Summarecon Bandung,"Summarecon Bandung, Bandung",3,2,1,LT : 162 m²,LB : 124 m²
130,"Rp 8,25 Miliar",Cicilan: 30 Jutaan per bulan,Murah di Bawah Harga Pasar Rumah di Mekarwangi Bandung Kota,"Mekar Wangi, Bandung",3,3,6,LT : 681 m²,LB : 327 m²
131,Rp 300 Juta,Cicilan: 1 Jutaan per bulan,"Rumah SHM di Cibiru, Bandung","Cibiru, Bandung",2,1,0,LT : 62 m²,LB : 62 m²
132,Rp 520 Juta,Cicilan: 1 Jutaan per bulan,Rumah Mewah murah akses masuk mobil di Bandung,"Moch Toha, Bandung",2,1,1,LT : 120 m²,LB : 80 m²
133,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Kos Kost Full Tengah Kota Bandung di Turangga,"Turangga, Bandung",22,23,0,LT : 137 m²,LB : 250 m²
134,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Rumah Termurah di Batununggal Cocok Untuk Investasi Bandung,"Batununggal, Bandung",4,3,3,LT : 498 m²,LB : 170 m²
135,"Rp 8,9 Miliar",Cicilan: 33 Jutaan per bulan,Nego Sampai Jadi Rumah Villa di Dago Pakar  Harga Miring,"Dago Pakar, Bandung",5,6,2,LT : 708 m²,LB : 400 m²
136,"Rp 11,9 Miliar",Cicilan: 44 Jutaan per bulan,"Rumah murah asri siap huni, 500m ke PVJ sayap Sukajadi bandung","Sukajadi, Bandung",7,4,6,LT : 1061 m²,LB : 407 m²
137,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,Rumah murah NJOP sayap Pasteur minimalis asri tengah kota bandung,"Pasteur, Bandung",5,3,1,LT : 580 m²,LB : 270 m²
138,"Rp 1,57 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 lantai SHM modern elegan Kalasan parmindo bandung,"Cijerah, Bandung",4,3,2,LT : 66 m²,LB : 91 m²
139,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Bagus Minimalis Modern 2 Lantai Lingkungan Nyaman Siap Huni di Summarecon Cluster Amanda Bandung,"Summarecon Bandung, Bandung",5,2,1,LT : 128 m²,LB : 210 m²
140,"Rp 1,98 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Baru Cantik Aesthetic di Kalijati Antapani Dekat Ke Jl Ters Jakarta Bandung,No Data,4,3,2,LT : 109 m²,LB : 202 m²
141,"Rp 1,85 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Baru Tropical Industrial di Komplek Arcamanik Endah Strategis Luas Bangunan 180 Ada 4+1 Kt,"Arcamanik, Bandung",4,3,1,LT : 133 m²,LB : 180 m²
142,"Rp 1,98 Miliar",Cicilan: 7 Jutaan per bulan,"Jual Rumah LUAS dan CANTIK di Antapani kota Bandung
","Antapani, Bandung",4,3,2,LT : 109 m²,LB : 202 m²
143,"Rp 1,49 Miliar",Cicilan: 5 Jutaan per bulan,Rumah baru 2 Lantai di Taman Kopo indah 2,"Taman Kopo Indah, Bandung",3,2,1,LT : 96 m²,LB : 125 m²
144,"Rp 2,85 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Semi Furnished Sertifikat Hak Milik di Jl.antapani, Bandung","Bandung Kota, Bandung",4,3,1,LT : 256 m²,LB : 212 m²
145,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Furnished Bagus Siap Huni di Kota Baru Parahyangan KBP,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 234 m²,LB : 221 m²
146,"Rp 2,95 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished SHM di Singgasana, Bandung","Singgasana, Bandung",3,3,2,LT : 141 m²,LB : 246 m²
147,Rp 5 Miliar,Cicilan: 18 Jutaan per bulan,Rumah Bagus Murah Sayap Setiabudi,"Setiabudi, Bandung",4,3,3,LT : 500 m²,LB : 400 m²
148,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Tumbuh Aman Dan Nyaman Lokasi Strategis di Cluster Cynthia Summarecon Bandung,"Summarecon Bandung, Bandung",2,2,1,LT : 90 m²,LB : 60 m²
149,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,Dijual Rumah Murah Bisa Untuk Kantor di Ahmad Yani Dekat Ibcc,"Cicadas, Bandung",3,2,0,LT : 157 m²,LB : 210 m²
150,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,Jual Rumah MEWAH LUX TANAH LUAS bangunan Terawat dan Cantik di Setiabudi Bandung Utara,"Setiabudi, Bandung",3,3,2,LT : 700 m²,LB : 400 m²
151,Rp 875 Juta,Cicilan: 3 Jutaan per bulan,"MURAH Banget Rumah BARU 2 Lantai dekat Metro Indah Mall MIM Margahayu Soekarno Hatta 875 jutaan di jual
","Soekarno Hatta, Bandung",2,2,1,LT : 70 m²,LB : 59 m²
152,Rp 150 Juta,Cicilan: 557 Ribuan per bulan,Rumah Terjangkau Akses 15 Menit Dari Cibaduyut,"Bandung Kota, Bandung",2,1,0,LT : 50 m²,LB : 36 m²
153,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,"Rumah Hook Candraresmi Kota Baru Parahyangan, Bandung","Kota Baru Parahyangan, Bandung",5,4,0,LT : 225 m²,LB : 200 m²
154,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Design Cantik Daerah Turangga Bandung,"Turangga, Bandung",3,2,0,LT : 114 m²,LB : 142 m²
155,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah baru lokasi strategis Turangga pusat kota bandung buahbatu,"Turangga, Bandung",4,3,2,LT : 120 m²,LB : 145 m²
156,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan," Rumah Baru, Cigadung Shm , Unfurnished Bagus","Dago, Bandung",4,3,2,LT : 143 m²,LB : 197 m²
157,"Rp 2,25 Miliar",Cicilan: 8 Jutaan per bulan,Rumah di Kota Bandung Baru di jalan Kembar hanya 3 unit saja,"Bandung Kota, Bandung",4,3,1,LT : 106 m²,LB : 107 m²
158,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Sayap sukajadi Jual rumah tinggal murah bandung,"Sukajadi, Bandung",5,8,3,LT : 800 m²,LB : 1100 m²
159,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,"DIJUAL RUMAH DI KBP , FULL FURNISHED , FULL ELECTRONICS TINGGAL MASUK","Kota Baru Parahyangan, Bandung",3,2,1,LT : 125 m²,LB : 160 m²
160,Rp 9 Miliar,Cicilan: 33 Jutaan per bulan,Rumah Furnished di Bandung Tempo Dulu Kbp,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 392 m²,LB : 301 m²
161,"Rp 2,39 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Cantik Minimalis Semi Furnished Dijual Di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,2,LT : 126 m²,LB : 120 m²
162,Rp 470 Juta,Cicilan: 1 Jutaan per bulan,Dijual Rumah Baru Ready Siap Huni Cibiru Hilir  dkt kampus UPI 470 jt  Bisa KPR  DP 30 jt ,"Cibiru, Bandung",2,1,0,LT : 70 m²,LB : 55 m²
163,Rp 60 Miliar,Cicilan: 223 Jutaan per bulan,Dijual Rumah Classic Hitung Tanah Murah di Dipatiukur Bandung,"Bandung Kota, Bandung",10,8,4,LT : 2122 m²,LB : 800 m²
164,"Rp 3,9 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Modern di Cipaku Setiabudi Bandung Bangunan Terawat Siap Huni,"Bandung Kota, Bandung",4,4,2,LT : 300 m²,LB : 360 m²
165,Rp 730 Juta,Cicilan: 2 Jutaan per bulan,"Rumah SHM Lokasi Strategis di Komplek Propelat, Buahbatu, Bandung","Buah Batu, Bandung",3,1,1,LT : 109 m²,LB : 70 m²
166,"Rp 13,5 Miliar",Cicilan: 50 Jutaan per bulan,"Rumah Arsitektur Belanda dengan Kafe di Jl Titiran, Dekat Gedung Sate, Bandung Kota","Bandung Kota, Bandung",4,3,2,LT : 555 m²,LB : 450 m²
167,Rp 470 Juta,Cicilan: 1 Jutaan per bulan,Rumah Siap Huni Dekat Tol Cileunyi Bandung,"Cileunyi, Bandung",2,1,1,LT : 75 m²,LB : 40 m²
168,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah 2 lantai dan toko di jln cinunuk,"Cileunyi, Bandung",8,4,1,LT : 281 m²,LB : 562 m²
169,"Rp 2,6 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Murah Siap Huni Di Antapani Terawat,"Antapani, Bandung",5,5,2,LT : 308 m²,LB : 100 m²
170,"Rp 3,2 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Baru Cantik Minimalis Tropis Kontemporer di Setraduta,"Setra Duta, Bandung",5,4,2,LT : 94 m²,LB : 256 m²
171,"Rp 5,5 Miliar",Cicilan: 20 Jutaan per bulan,Rumah Mewah Murah dan Strategis di Ciumbuleuit Bandung,"Ciumbuleuit, Bandung",3,2,1,LT : 150 m²,LB : 350 m²
172,"Rp 8,5 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Mewah Harga Dibawah Pasaran Dekat Tol Setra Indah Bandung,"Bandung Kota, Bandung",4,3,3,LT : 800 m²,LB : 660 m²
173,"Rp 2,35 Miliar",Cicilan: 8 Jutaan per bulan,Rumah murah bagus siap huni dan terawat  ,"Turangga, Bandung",5,4,1,LT : 144 m²,LB : 160 m²
174,"Rp 3,3 Miliar",Cicilan: 12 Jutaan per bulan,Rumah Asri Strategis Sayap Buah Batu Dekat Soekarno Hatta Bandung,"Buah Batu, Bandung",7,4,1,LT : 290 m²,LB : 300 m²
175,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,"MURAH! RUMAH KLASIK DI SUKAWARNA BARU, PASTEUR STRATEGIS !","Pajajaran, Bandung",4,3,1,LT : 207 m²,LB : 160 m²
176,Rp 1 Miliar,Cicilan: 3 Jutaan per bulan,Rumah untuk usaha di Jl. Manisi,"Cibiru, Bandung",2,1,2,LT : 207 m²,LB : 70 m²
177,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,JARANG ADA. Rumah kecil baru dan siap huni di kawasan elite dan favorite setiabudi regency,"Setiabudi, Bandung",3,3,2,LT : 92 m²,LB : 120 m²
178,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,"Rumah Kecil Ready di Main Road Pondok Hijau. Jarang Ada. Bonus Water Heater, Kompor Dan Zink","Pondok Hijau, Bandung",3,3,2,LT : 182 m²,LB : 235 m²
179,"Rp 1,85 Miliar",Cicilan: 6 Jutaan per bulan,JARANG ADA. RUMAH hrg dibawah 2M di setiabudi regency,"Setiabudi, Bandung",3,3,0,LT : 128 m²,LB : 135 m²
180,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,Cepat Rumah Batununggal Indah Siap Huni,"Batununggal, Bandung",3,3,1,LT : 200 m²,LB : 200 m²
181,"Rp 1,74 Miliar",Cicilan: 6 Jutaan per bulan,Rumah murah Bandung di Batununggal minimalis lantai granit,"Batununggal, Bandung",2,1,1,LT : 106 m²,LB : 71 m²
182,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,Rumah Bagus 2 Lantai KBP Tejakecana,"Kota Baru Parahyangan, Bandung",4,4,2,LT : 360 m²,LB : 354 m²
183,"Rp 1,49 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Bagus Full Furnish SHM Jarang Ada Di Lengkong Bandung,"Lengkong, Bandung",2,2,1,LT : 130 m²,LB : 145 m²
184,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Luas Tanah Besar Siap Huni SHM di Arcamanik,"Arcamanik, Bandung",3,2,1,LT : 209 m²,LB : 133 m²
185,"Rp 2,55 Miliar",Cicilan: 9 Jutaan per bulan,RUMAH DG FURNISH BARU di BANYAK SUMBA KOTA BARU PADALARANG BANDUNG,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 108 m²,LB : 80 m²
186,"Rp 2,79 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Kbp Siap Huni Tatar Mayang Sunda Bandung,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 126 m²,LB : 140 m²
187,Rp 227 Juta,Cicilan: 845 Ribuan per bulan,Rumah Lelang Buana Cicalengka Raya Di Bawah Harga Pasaran di Bandung,"Cicalengka, Bandung",1,1,0,LT : 72 m²,LB : 42 m²
188,Rp 899 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Minimalis Cluster Royal Harmony Kopo, Dekat Tol Margaasih","Kopo, Bandung",2,1,1,LT : 76 m²,LB : 41 m²
189,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,NEGO SAMPAI JADI ! Rumah Villa Rumah Siap Huni Fasilitas Jogging Track Lembang Rasa Dago Setiabudi,"Dago, Bandung",5,5,3,LT : 298 m²,LB : 300 m²
190,"Rp 3,9 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Besar Dua Lantai Furnish di Dago dekat Hotel Sheraton Jayakarta Bandung,"Bandung Kota, Bandung",5,3,1,LT : 300 m²,LB : 500 m²
191,"Rp 5,4 Miliar",Cicilan: 20 Jutaan per bulan,Turun Harga Rumah Pagarsih Bisa Untuk Usaha,"Andir, Bandung",1,1,0,LT : 476 m²,LB : 500 m²
192,"Rp 5,9 Miliar",Cicilan: 21 Jutaan per bulan,Rumah Best Location Di Batununggal Indah,"Batununggal, Bandung",4,4,2,LT : 334 m²,LB : 450 m²
193,"Rp 5,7 Miliar",Cicilan: 21 Jutaan per bulan,Rumah di Sayap Jl. Riau Bandung Kota Prime Location,"Riau, Bandung",6,5,0,LT : 170 m²,LB : 250 m²
194,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Murah Rumah Hitung Tanah di Turangga Bandung,"Turangga, Bandung",4,3,2,LT : 350 m²,LB : 200 m²
195,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Nyaman Siap Huni di Sukup Baru, Ujungberung, Bandung","Ujungberung, Bandung",4,2,2,LT : 160 m²,LB : 100 m²
196,"Rp 7,8 Miliar",Cicilan: 29 Jutaan per bulan,"Rumah 2 Lantai Bagus Unfurnished Sertifikat Hak Milik di Setra Sari , Bandung",No Data,4,4,2,LT : 367 m²,LB : 550 m²
197,Rp 7 Miliar,Cicilan: 26 Jutaan per bulan,"Rumah Bagus Semi Furnished SHM di Setra Duta, Bandung","Bandung Kota, Bandung",4,3,4,LT : 353 m²,LB : 350 m²
198,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah SHM di Cibaduyut Bandung,"Cibaduyut, Bandung",2,1,0,LT : 56 m²,LB : 42 m²
199,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Rumah Luas Murah Jarang Ada Lokasi Buahbatu Bandung,"Bandung Kota, Bandung",6,3,1,LT : 350 m²,LB : 245 m²
200,Rp 367 Juta,Cicilan: 1 Jutaan per bulan,Rumah Impian Minimalis Modern Harga Mulai Dari 137jtan,"Antapani, Bandung",3,2,1,LT : 84 m²,LB : 60 m²
201,Rp 367 Juta,Cicilan: 1 Jutaan per bulan,Rumah Impian Minimalis Modern di Bandung ,"Cibaduyut, Bandung",3,2,1,LT : 84 m²,LB : 60 m²
202,Rp 341 Juta,Cicilan: 1 Jutaan per bulan,Rumah 1Lantai Minimalis Bebas Banjir di Bandung,"Taman Kopo Indah, Bandung",2,1,1,LT : 84 m²,LB : 50 m²
203,Rp 620 Juta,Cicilan: 2 Jutaan per bulan,Rumah Murah minimalis bandung syariah,"Cibaduyut, Bandung",3,2,1,LT : 160 m²,LB : 80 m²
204,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,men tanah kavling atau rumah indent free desain bebas banjir,"Bandung Kota, Bandung",2,2,1,LT : 120 m²,LB : 80 m²
205,Rp 180 Juta,Cicilan: 669 Ribuan per bulan,Di  rumah murah minimalis modern bebas banjir di bandung,"Buah Batu, Bandung",2,1,1,LT : 50 m²,LB : 30 m²
206,Rp 648 Juta,Cicilan: 2 Jutaan per bulan,Di  Rumah Baru Berkualitas Bata Merah,"Kopo, Bandung",2,2,1,LT : 288 m²,LB : 90 m²
207,Rp 275 Juta,Cicilan: 1 Jutaan per bulan,rumah huni area sekolah di kota bandung,"Antapani, Bandung",2,1,1,LT : 72 m²,LB : 50 m²
208,Rp 450 Juta,Cicilan: 1 Jutaan per bulan,Rumah 2 lantai di kota bandung hsrga murah,"Ciwastra, Bandung",1,1,1,LT : 75 m²,LB : 65 m²
209,Rp 247 Juta,Cicilan: 920 Ribuan per bulan,Rumah 1 lantai dekat dengan perkantoran dan jalanan ramai,"Buah Batu, Bandung",2,1,1,LT : 70 m²,LB : 50 m²
210,"Rp 3,55 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Batununggal Mulia Best Loc Bandung Kota,"Batununggal, Bandung",3,2,0,LT : 307 m²,LB : 250 m²
211,Rp 399 Juta,Cicilan: 1 Jutaan per bulan,"Rumah Dekat Toll Padalarang, Stasiun, Pemda Kbb, Bandung Barat ","Padalarang, Bandung",2,1,2,LT : 72 m²,LB : 32 m²
212,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Baru di Daerah Sejuk Bali Garden City View Bandung,"Cimenyan, Bandung",2,2,2,LT : 120 m²,LB : 75 m²
213,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Bagus Terawat Kembar Timur BKR Bandung Kota,"BKR, Bandung",3,3,1,LT : 210 m²,LB : 134 m²
214,Rp 10 Miliar,Cicilan: 37 Jutaan per bulan,Rumah Klasik Terawat di Sayap Riau Sayap Bengawan Prime Location Bandung Kota,"Bandung Kota, Bandung",3,2,0,LT : 410 m²,LB : 200 m²
215,"Rp 2,65 Miliar",Cicilan: 9 Jutaan per bulan,"Rumah Bagus Unfurnished SHM di Turangga, Bandung","Turangga, Bandung",4,1,2,LT : 300 m²,LB : 200 m²
216,Rp 465 Juta,Cicilan: 1 Jutaan per bulan,Rumah Baru Murah Dkt Stt Telkom Dekat Tol Buah Batu bandung,"Bojongsoang, Bandung",3,1,1,LT : 72 m²,LB : 62 m²
217,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Dalam Komplek di Turangga Sayap Buahbatu Pusat Kota Bandung,"Turangga, Bandung",8,5,4,LT : 590 m²,LB : 250 m²
218,"Rp 4,4 Miliar",Cicilan: 16 Jutaan per bulan,Rumah Minimals Bagus Siap Huni Babakan Jeruk Pasteur Bandung,"Pasteur, Bandung",4,4,2,LT : 364 m²,LB : 300 m²
219,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,"Rumah 2 Lantai di Pasirsalam Selatan, Bandung","BKR, Bandung",5,3,1,LT : 280 m²,LB : 260 m²
220,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,"Rumah Menarik Design Minimalis Modern Diturangga, Bandung","Turangga, Bandung",4,3,1,LT : 397 m²,LB : 297 m²
221,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Strategis Dekat Fasilitas Umum di Kembar Timur Bandung,"Regol, Bandung",4,3,3,LT : 202 m²,LB : 220 m²
222,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Baru di Cisaranten Arcamanik 2 Lantai  Minimalis Modern,"Bandung Kota, Bandung",3,2,1,LT : 119 m²,LB : 98 m²
223,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,"Langka! Rumah Full furnished di Kota Baru Parahyangan tinggal bawa koper - selalu Sold Out dalam hitungan hari
","Kota Baru Parahyangan, Bandung",3,2,1,LT : 125 m²,LB : 160 m²
224,"Rp 3,75 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Lux Siap Huni di Taman Kopo Indah 3,"Taman Kopo Indah, Bandung",5,4,0,LT : 240 m²,LB : 300 m²
225,"Rp 6,85 Miliar",Cicilan: 25 Jutaan per bulan,Rumah Furnished Kota Baru Parahyangan Tejakancana Tejakencana,"Kota Baru Parahyangan, Bandung",4,4,1,LT : 360 m²,LB : 350 m²
226,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Rumah Adem samping mesjid banget,"Cihanjuang, Bandung",5,2,1,LT : 119 m²,LB : 119 m²
227,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,Cluster Hillary Summarecon Bandung Rumah Luxury Dekat Mall,"Summarecon Bandung, Bandung",3,3,2,LT : 200 m²,LB : 151 m²
228,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Cepat ! Turun Harga ! Rumah Usaha 3 Lantai SHM di Taman Holis Indah,"Holis Cigondewah, Bandung",2,3,0,LT : 360 m²,LB : 900 m²
229,Rp 151 Juta,Cicilan: 563 Ribuan per bulan,Rumah Terjangkau Dekat Exit Tol Soreang Pasirkoja,"Bandung Kota, Bandung",2,1,0,LT : 60 m²,LB : 36 m²
230,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Rumah tengah Kota Dibawah NJOP Lengkong ,"Lengkong, Bandung",3,2,1,LT : 262 m²,LB : 200 m²
231,"Rp 1,02 Miliar",Cicilan: 3 Jutaan per bulan,Kostan aktif full di tengah kota 200meter ke mesjid agung Bandung ,"Astanaanyar, Bandung",1,1,1,LT : 70 m²,LB : 140 m²
232,Rp 10 Miliar,Cicilan: 37 Jutaan per bulan,"Rumah Luas 2 Lantai Lokasi Sangat Strategis di Geger Kalong, Bandung","Geger Kalong, Bandung",4,2,1,LT : 850 m²,LB : 300 m²
233,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Minimalis Cantik di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 125 m²,LB : 160 m²
234,Rp 260 Juta,Cicilan: 966 Ribuan per bulan,Rumah Baru Sejuk dan nyaman dan Asri di Banjaran Arjasari,"Banjaran, Bandung",1,1,0,LT : 60 m²,LB : 40 m²
235,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah minimalis di cluster sayap logam trs buahbatu ,"Terusan Buah Batu, Bandung",3,3,2,LT : 105 m²,LB : 120 m²
236,"Rp 3,77 Miliar",Cicilan: 14 Jutaan per bulan,Sangat langka dijual rumah di perumahan taman lingkar selatan bandung ,"Peta, Bandung",3,2,2,LT : 260 m²,LB : 180 m²
237,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah baru minimalis 2 lantai Turangga buahbatu bandung dk seskoad,"Turangga, Bandung",4,3,2,LT : 120 m²,LB : 180 m²
238,"Rp 3,55 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah Baru, Minimalis Modern, 2 Lantai di Singgasana Pradana, Mekar Wangi","Mekar Wangi, Bandung",4,3,2,LT : 140 m²,LB : 170 m²
239,"Rp 2,99 Miliar",Cicilan: 11 Jutaan per bulan,Dijual Cepat Dibawah Harga Pasar! Posisi Depan Arcamanik Endah Bandung,"Arcamanik, Bandung",5,5,3,LT : 424 m²,LB : 500 m²
240,Rp 570 Juta,Cicilan: 2 Jutaan per bulan,"Dijual Rumah Murah 570jt Cisaranten Arcamanik Hadap Timur, Siap Huni Taman Luas","Arcamanik, Bandung",2,1,1,LT : 100 m²,LB : 45 m²
241,Rp 815 Juta,Cicilan: 3 Jutaan per bulan,"Dijual Cepat, Rumah Siap Huni, Mini Cluster One Gate Antapani 815jt Jarang Ada",No Data,2,2,1,LT : 104 m²,LB : 92 m²
242,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Nyaman Staregis di Padalarang Bandung,"Padalarang, Bandung",2,2,0,LT : 83 m²,LB : 123 m²
243,Rp 19 Miliar,Cicilan: 70 Jutaan per bulan,Villa Eksotik By Arsitek Ternama Tan Tik Lam,"Dago, Bandung",5,2,0,LT : 2259 m²,LB : 676 m²
244,"Rp 1,75 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Strategis Jl Situ Cileunca Hanya 5 Menit Dari Jalan Utama Buah Batu Bandung,"Bandung Kota, Bandung",2,2,1,LT : 126 m²,LB : 30 m²
245,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru Nice View di Komplek D arcadia Ciwaruga Bandung Utara,"Geger Kalong, Bandung",3,1,0,LT : 168 m²,LB : 144 m²
246,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Rumah siap huni sayap sarijadi posisi hook pasti bawa hoki nih bund...,"Sarijadi, Bandung",4,3,2,LT : 300 m²,LB : 211 m²
247,"Rp 2,39 Miliar",Cicilan: 8 Jutaan per bulan,Rumah di Bandung Selatan strategis 1 mnt dari pintu tol Buah Batu,"Bojongsoang, Bandung",4,3,2,LT : 180 m²,LB : 134 m²
248,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah murah, Komplek Mekarwangi. Jarang ada.","Mekar Wangi, Bandung",4,3,3,LT : 235 m²,LB : 400 m²
249,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Lux Furnished Tengah Kota Bandung,"Bandung Kota, Bandung",4,3,2,LT : 400 m²,LB : 550 m²
250,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Jual rumah baru minimalis 2 lantai di jalan Kembar Kota Bandung,"Moch Toha, Bandung",3,2,2,LT : 108 m²,LB : 145 m²
251,"Rp 4,25 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Baru Dengan Taman Yang Luas di Batununggal,"Batununggal, Bandung",3,3,2,LT : 200 m²,LB : 270 m²
252,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,Turun Harga....rumah 1 Lantai Siap Huni di Singgasana Pradana,"Mekar Wangi, Bandung",3,2,3,LT : 240 m²,LB : 180 m²
253,"Rp 2,75 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus Siap Huni di Sulaksana Antapani,"Antapani, Bandung",4,3,1,LT : 256 m²,LB : 212 m²
254,Rp 9 Miliar,Cicilan: 33 Jutaan per bulan,Rumah Modern Sayap Riau Dago Siap Huni 2 Lantai SHM dan IMB Ready,"Sayap Dago, Bandung",5,4,2,LT : 385 m²,LB : 700 m²
255,Rp 4 Miliar,Cicilan: 14 Jutaan per bulan,Rumah Mewah Murah  Full Furnished Dago  Ada Private Pool,"Dago Pakar, Bandung",5,4,0,LT : 220 m²,LB : 193 m²
256,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Rumah dijual view di atas awan udara sejuk asri strategis,"Kota Baru Parahyangan, Bandung",2,2,2,LT : 120 m²,LB : 98 m²
257,"Rp 1,54 Miliar",Cicilan: 5 Jutaan per bulan,"Rumah Baru Renov SHM di Arcamanik Murah, Bandung Kota","Arcamanik, Bandung",3,2,8,LT : 327 m²,LB : 160 m²
258,"Rp 1,9 Miliar",Cicilan: 7 Jutaan per bulan,Rumah sejuk asri dekat area wisata strategis city view keren,"Dago, Bandung",2,2,2,LT : 120 m²,LB : 98 m²
